"runtime_path"	"role"	"sha256"	"required_by"
"REPRO/scripts/baseScripts/p5_general_synchronous/c2_fourier_coverage.py"	"runtime-code"	"757F97E14657CC7046177C2D33115CA87639B9C92E89BDABE2BFF3B4380DF3FC"	"KMPC-133 CDI/.15 same-matrix reproduction and comparison"
"REPRO/scripts/baseScripts/p5_general_synchronous/c3_zero_variant_pair.py"	"runtime-code"	"45AE0B848819A56F690953A15D1722C266FD55D02E07D67F4115103CFA5AE9C0"	"KMPC-133 CDI/.15 same-matrix reproduction and comparison"
"REPRO/scripts/baseScripts/p5_general_synchronous/c3_zero_variant_parallel_v2_smoke_identity.py"	"runtime-code"	"C2ECBAF99CDCCE5CCDB9B3F5EAD8C19528687E0CA19E9021B707F453B7AA59C6"	"KMPC-133 CDI/.15 same-matrix reproduction and comparison"
"REPRO/scripts/baseScripts/p5_general_synchronous/c3_zero_variant_parallel_v3_support_shards.py"	"runtime-code"	"7FA292CF2910C5F2AEE5996DFC61498B688D2B8743615D7A0F3DFC3CA24E4C23"	"KMPC-133 CDI/.15 same-matrix reproduction and comparison"
"REPRO/scripts/baseScripts/p5_general_synchronous/c3_zero_variant_parallel.py"	"runtime-code"	"8D839A2F628A311DCC2C951D7A23974A2276FF11031ADD2984FF708854B0C2E5"	"KMPC-133 CDI/.15 same-matrix reproduction and comparison"
"REPRO/scripts/baseScripts/p5_general_synchronous/cdi_c1_coverage.py"	"runtime-code"	"D57CA8CA5571A07440A987F4FB0DDA08A40DAF7EA8C95AF929FC5C936F2FCE0F"	"KMPC-133 CDI/.15 same-matrix reproduction and comparison"
"REPRO/scripts/baseScripts/p5_general_synchronous/cdi_support_ladder.py"	"runtime-code"	"A8257E2195E2AB61B5C4195B80EA44EE7669B5A52F9C8440BA5F5244190E3068"	"KMPC-133 CDI/.15 same-matrix reproduction and comparison"
"REPRO/scripts/baseScripts/p5_general_synchronous/full_ra_b1_preflight_v2.py"	"runtime-code"	"27C0D6ADA828CA2F59C0D128EB6339074D5940F294272CDABE8127CB84867C7C"	"KMPC-133 CDI/.15 same-matrix reproduction and comparison"
"REPRO/scripts/baseScripts/p5_general_synchronous/full_ra_b1_preflight.py"	"runtime-code"	"62D6DEEFBDB81C0619FD58C668185FF9CA76926A90D00DCE9C092AD4797D6B5D"	"KMPC-133 CDI/.15 same-matrix reproduction and comparison"
"REPRO/scripts/baseScripts/p5_general_synchronous/full_ra_contract.py"	"runtime-code"	"F3839DA931D24939FA9C5925FD29B1484E722D1A0F24117DC91EBE5F4436D464"	"KMPC-133 CDI/.15 same-matrix reproduction and comparison"
"REPRO/scripts/baseScripts/p5_general_synchronous/full_ra_m3_seed.py"	"runtime-code"	"070F217B45A385369ECAFAA3D409A1210BAE3C3AF8A600A9171225B258751BF2"	"KMPC-133 CDI/.15 same-matrix reproduction and comparison"
"REPRO/scripts/baseScripts/p5_general_synchronous/mode_resolved_puiseux_v2_m1_anchored.py"	"runtime-code"	"5DE2C280B0E9DAF528A9E3011368361B37AE53DE38827FB6F6CE4AB2019A4455"	"KMPC-133 CDI/.15 same-matrix reproduction and comparison"
"REPRO/scripts/baseScripts/p5_general_synchronous/mode_resolved_puiseux.py"	"runtime-code"	"5A89CF82006CB5ECC1D8B4BE1FD56A463453EE3D6261968CB64DE8CCF2C8B7AE"	"KMPC-133 CDI/.15 same-matrix reproduction and comparison"
"REPRO/scripts/baseScripts/p5_general_synchronous/nid_c1_coverage.py"	"runtime-code"	"EEEE74848B6F4413914F0CC60230CC824982C7E485A38C77C4495F807975A2CD"	"KMPC-133 CDI/.15 same-matrix reproduction and comparison"
"REPRO/scripts/baseScripts/p5_general_synchronous/niv_c1_coverage.py"	"runtime-code"	"B222554E8F6E664DAC674E394FED02A02ECBEE432ADEDC9A9682DFA6BB746E9D"	"KMPC-133 CDI/.15 same-matrix reproduction and comparison"
"REPRO/scripts/baseScripts/p5_general_synchronous/niv_support_step2_v2_finite_owner.py"	"runtime-code"	"F920F51313B44450DABC5A526769C42CD9A3988CBEB011A7954A0F88A4A7006D"	"KMPC-133 CDI/.15 same-matrix reproduction and comparison"
"REPRO/scripts/baseScripts/p5_general_synchronous/niv_support_step2.py"	"runtime-code"	"2B41B11E2C27B1FB5462AF0629C0478BBFF6A1343C317D7F6E6C045C0260F680"	"KMPC-133 CDI/.15 same-matrix reproduction and comparison"
"REPRO/scripts/baseScripts/p5_general_synchronous/s_c0_coefficient_passport_v2_numpy_scalar.py"	"runtime-code"	"06EE03C939FBCCFA6FA130421EEF98D0B8CC7571937EF02A7A46A57367534C11"	"KMPC-133 CDI/.15 same-matrix reproduction and comparison"
"REPRO/scripts/baseScripts/p5_general_synchronous/s_c0_coefficient_passport.py"	"runtime-code"	"C370B610815AFAC345C990E3CFE516D616873F39598F468A5ADBF2C65A2A6B95"	"KMPC-133 CDI/.15 same-matrix reproduction and comparison"
"REPRO/scripts/baseScripts/p5_general_synchronous/s1_collective_contract.py"	"runtime-code"	"F535EE15137BBD6F9C0379821C9CC94DED8EC56037B6105B75BEF65A5884EE68"	"KMPC-133 CDI/.15 same-matrix reproduction and comparison"
"REPRO/scripts/results/k_mpc_005/RUN_KMPC_127_P5_3G7_C2_FOURIER_COVERAGE_AUTHORITATIVE_AGGREGATE.json"	"runtime-prerequisite"	"CA33E4167953F2112AFF13E186E7D8E47A135FE947B837D63CCE5F7F5B0D247F"	"KMPC-133 CDI/.15 same-matrix reproduction and comparison"
"REPRO/scripts/88_script_A2_K4_3b_RG_BR1_synchronous_Einstein_and_transfer_ledger.py"	"runtime-prerequisite"	"0F13DA6CE761CFEF99909B492E30CF5ED751F56A555594334729330ED4888364"	"KMPC-133 CDI/.15 same-matrix reproduction and comparison"
"REPRO/tracks/A1/A1K1/A2/A2K4/SUBTRACKS/P5/P5_3_SEEDS/26_P5_3G7_M1_STANDARD_METRIC_SOURCE_MAP_SK.md"	"runtime-prerequisite"	"7C927999F0D5BAECD0E45E52DFF760FA17DC0A48A3799242D147AEDE4228999B"	"KMPC-133 CDI/.15 same-matrix reproduction and comparison"
