runtime_path	role	sha256	required_by
REPRO/scripts/314_script_KMPC_070_P5_3g7_C2_CDI_k0p005_support_07_checkpoint.py	diagnostic-entrypoint	32E299078A6B7E65A2723347F109321D1B09509FAE0953E8AEEF37E01977D899	checkpoint-diagnostic
REPRO/scripts/317_script_KMPC_073_P5_3g7_C2_CDI_k0p005_phase_aware_state_order_successor.py	entrypoint	B7779F000CA54EE6B5F847769288DD50D084500E1A1A9DE6964E64F20221A350	KMPC-073
REPRO/scripts/319_script_KMPC_075_P5_3g7_C2_CDI_k0p15_same_matrix_refinement.py	entrypoint	7E8281C8C7ECF3A76C8A15F37E14CDB673FB66BADF485DE00517DAE9DB4E5F8E	KMPC-075
REPRO/scripts/88_script_A2_K4_3b_RG_BR1_synchronous_Einstein_and_transfer_ledger.py	runtime-formula-source	0F13DA6CE761CFEF99909B492E30CF5ED751F56A555594334729330ED4888364	KMPC-073+KMPC-075
REPRO/scripts/baseScripts/p5_general_synchronous/c2_atomic_runner_harness.py	python-import	735A52A6098274EDCDEA187BC940709307C6E6231FCDF4AE906FE661420B13B5	KMPC-073+KMPC-075
REPRO/scripts/baseScripts/p5_general_synchronous/c2_cdi_k0p15_same_matrix_refinement.py	python-import	EA589E4CBAD3AD618DEBC41C81B271EAC23F229AEA82C80E962CD792091468F6	KMPC-075
REPRO/scripts/baseScripts/p5_general_synchronous/c2_fourier_coverage.py	python-import	757F97E14657CC7046177C2D33115CA87639B9C92E89BDABE2BFF3B4380DF3FC	KMPC-073+KMPC-075
REPRO/scripts/baseScripts/p5_general_synchronous/c2_checkpointed_single_atom_v3_phase_order.py	python-import	3525257A92D6C7BFFCA82C04DD75ED4A808CD28342C2D771D6117DBC17A485A8	KMPC-073
REPRO/scripts/baseScripts/p5_general_synchronous/c2_checkpointed_single_atom.py	python-import	76B707973FA285733AFF61A8A931A51D4C09D249D1F6CB983758C09F0F0D05CF	KMPC-073
REPRO/scripts/baseScripts/p5_general_synchronous/c2_single_atom_adapter.py	python-import	C018ACB17311A8CB522FB612AB0EDD1DD5B9C47E16DC5D915A5F6DAF4204BAF8	KMPC-075
REPRO/scripts/baseScripts/p5_general_synchronous/cdi_c1_coverage.py	python-import	D57CA8CA5571A07440A987F4FB0DDA08A40DAF7EA8C95AF929FC5C936F2FCE0F	KMPC-073+KMPC-075
REPRO/scripts/baseScripts/p5_general_synchronous/cdi_support_ladder.py	python-import	A8257E2195E2AB61B5C4195B80EA44EE7669B5A52F9C8440BA5F5244190E3068	KMPC-073+KMPC-075
REPRO/scripts/baseScripts/p5_general_synchronous/full_ra_b1_preflight_v2.py	python-import	27C0D6ADA828CA2F59C0D128EB6339074D5940F294272CDABE8127CB84867C7C	KMPC-073+KMPC-075
REPRO/scripts/baseScripts/p5_general_synchronous/full_ra_b1_preflight.py	python-import	62D6DEEFBDB81C0619FD58C668185FF9CA76926A90D00DCE9C092AD4797D6B5D	KMPC-073+KMPC-075
REPRO/scripts/baseScripts/p5_general_synchronous/full_ra_contract.py	python-import	F3839DA931D24939FA9C5925FD29B1484E722D1A0F24117DC91EBE5F4436D464	KMPC-073+KMPC-075
REPRO/scripts/baseScripts/p5_general_synchronous/full_ra_m3_seed.py	python-import	070F217B45A385369ECAFAA3D409A1210BAE3C3AF8A600A9171225B258751BF2	KMPC-073+KMPC-075
