runtime_path	role	sha256	required_by
REPRO/scripts/300_script_KMPC_056_P5_3g7_NIV_support_step2_finite_owner_successor.py	entrypoint	5D338FA0A6BFDAA6946EC829B2BD7CA87CED12639686E0B1C38A33A8D63ED301	smoke+audit
REPRO/scripts/baseScripts/p5_general_synchronous/full_ra_b1_preflight.py	python-import	62D6DEEFBDB81C0619FD58C668185FF9CA76926A90D00DCE9C092AD4797D6B5D	smoke+audit
REPRO/scripts/baseScripts/p5_general_synchronous/full_ra_b1_preflight_v2.py	python-import	27C0D6ADA828CA2F59C0D128EB6339074D5940F294272CDABE8127CB84867C7C	smoke+audit
REPRO/scripts/baseScripts/p5_general_synchronous/full_ra_contract.py	python-import	F3839DA931D24939FA9C5925FD29B1484E722D1A0F24117DC91EBE5F4436D464	smoke+audit
REPRO/scripts/baseScripts/p5_general_synchronous/full_ra_m3_seed.py	python-import	070F217B45A385369ECAFAA3D409A1210BAE3C3AF8A600A9171225B258751BF2	smoke+audit
REPRO/scripts/baseScripts/p5_general_synchronous/mode_resolved_puiseux.py	python-import	5A89CF82006CB5ECC1D8B4BE1FD56A463453EE3D6261968CB64DE8CCF2C8B7AE	smoke+audit
REPRO/scripts/baseScripts/p5_general_synchronous/mode_resolved_puiseux_v2_m1_anchored.py	python-import	5DE2C280B0E9DAF528A9E3011368361B37AE53DE38827FB6F6CE4AB2019A4455	smoke+audit
REPRO/scripts/baseScripts/p5_general_synchronous/s1_collective_contract.py	python-import	F535EE15137BBD6F9C0379821C9CC94DED8EC56037B6105B75BEF65A5884EE68	smoke+audit
REPRO/scripts/baseScripts/p5_general_synchronous/s_c0_coefficient_passport.py	python-import	C370B610815AFAC345C990E3CFE516D616873F39598F468A5ADBF2C65A2A6B95	smoke+audit
REPRO/scripts/baseScripts/p5_general_synchronous/s_c0_coefficient_passport_v2_numpy_scalar.py	python-import	06EE03C939FBCCFA6FA130421EEF98D0B8CC7571937EF02A7A46A57367534C11	smoke+audit
REPRO/scripts/baseScripts/p5_general_synchronous/cdi_c1_coverage.py	python-import	D57CA8CA5571A07440A987F4FB0DDA08A40DAF7EA8C95AF929FC5C936F2FCE0F	smoke+audit
REPRO/scripts/baseScripts/p5_general_synchronous/nid_c1_coverage.py	python-import	EEEE74848B6F4413914F0CC60230CC824982C7E485A38C77C4495F807975A2CD	smoke+audit
REPRO/scripts/baseScripts/p5_general_synchronous/niv_c1_coverage.py	python-import	B222554E8F6E664DAC674E394FED02A02ECBEE432ADEDC9A9682DFA6BB746E9D	smoke+audit
REPRO/scripts/baseScripts/p5_general_synchronous/cdi_support_ladder.py	python-import	A8257E2195E2AB61B5C4195B80EA44EE7669B5A52F9C8440BA5F5244190E3068	smoke+audit
REPRO/scripts/baseScripts/p5_general_synchronous/niv_support_step2.py	python-import	2B41B11E2C27B1FB5462AF0629C0478BBFF6A1343C317D7F6E6C045C0260F680	smoke+audit
REPRO/scripts/baseScripts/p5_general_synchronous/niv_support_step2_v2_finite_owner.py	python-import	F920F51313B44450DABC5A526769C42CD9A3988CBEB011A7954A0F88A4A7006D	smoke+audit
REPRO/scripts/results/k_mpc_005/RUN_KMPC_054_P5_3G7_NIV_C1_PRIMARY_EXTENDED_COVERAGE.json	runtime-prerequisite	0CF322A7BA5964B78BBF9180B29FA8BBBE43A646ECEB05D444B6250568ECFB1E	smoke+audit
REPRO/scripts/88_script_A2_K4_3b_RG_BR1_synchronous_Einstein_and_transfer_ledger.py	runtime-formula-source	0F13DA6CE761CFEF99909B492E30CF5ED751F56A555594334729330ED4888364	audit
REPRO/tracks/A1/A1K1/A2/A2K4/SUBTRACKS/P5/P5_3_SEEDS/26_P5_3G7_M1_STANDARD_METRIC_SOURCE_MAP_SK.md	runtime-formula-map	7C927999F0D5BAECD0E45E52DFF760FA17DC0A48A3799242D147AEDE4228999B	audit
